,clean_text,translated_text,sentimen_score,sentimen
336,kalau mudik bingung chargenya mungkin tidak efektif atau mungkin fashum buat mobil listrik masih jauh dari,"If you're going home, you're confused, the charge might not be effective or maybe the fashum for electric cars is still far away",-0.5932,Negatif
337,selain tidak punya duit untuk depan mobil listrik kalau rusak mahal benerinnya,"Apart from not having the money to spend on an electric car, if it breaks, it's expensive to repair",0.0,Netral
338,tidak bisa bawa touring kalau di indonesia cari pom bensin yang bisa cashless saja rumit ini cari colok listrik mobil ev sukur kalau temu colok tapi tidak antre,"You can't take it on a tour. If you're in Indonesia, looking for a gas station that can be cashless is complicated. Looking for an electric plug for an EV car is a blessing if you find a plug but don't queue",0.2732,Positif
339,kalau laptop kan baterai hamil isa lepas baterai hidup colok langsung ke sumber listrik kalau mobil listrik tanpa baterai colok wall charger isa jalan tidak ya,"if the laptop has a pregnant battery, can you remove the live battery, plug it directly into a power source, if it's an electric car without a battery, plug in the wall charger, can it work or not?",0.0,Netral
340,alas saya tidak beli mobil listrik takut setrum,"Alas, I didn't buy an electric car for fear of electrocution",-0.6486,Negatif
341,2022 di snoepen sherlock tidak sengaja ketemu kakak dari sobat istri saya habis sarap snoepen jam 89 pagi kok tidak balik2 ke jakarta sudah jam 11an saya tanya kenapa belum balik iya lagi ngecas mobil di bip nunggu penuh jam 1an wkwkwkw alright dari situ saya belum siap dengan mobil listrik,2022 in snoepen sherlock accidentally met my wife's friend's sister after having breakfast snoepen at 89 in the morning how come she didn't go back to jakarta it was already 11 o'clock I asked why she wasn't back yet yes I was charging the car on the beep waiting for it to be full at 1 o'clock hahaha alright from there I wasn't ready with the car electricity,-0.0433,Negatif
342,tidak bisa cas pakai power bank makanya tidak mau beli mobil listrik,"I can't charge it using a power bank, so I don't want to buy an electric car",-0.1281,Negatif
343,selain tidak punya duit pakai mobil listrik tidak bisa mode cumi darat,"Apart from not having money, you can't use an electric car in land squid mode",0.0,Netral
344,mobil listrik baterai bisa hamil tidak ya,Battery electric cars can get pregnant or not?,0.0,Netral
345,konteks saya lagi lihat katalog mobil listrik warna pink karena yang warna biru inden 3,Context: I'm looking at a pink electric car catalog because the blue one is indent 3,0.0,Netral
346,beli mobil dieselbensin bisa pakai minimal 10 tahun belum mulai banyak masalah kalaupun jual masih dapat lah harga 50 dari harga beli kalau mobil listrik bagai hp saja tiap tahun pasti ada teknologi baru dan kalau batere rusak di 10 tahun sama saja beli,"buy a diesel petrol car, you can use it for at least 10 years and there won't be many problems, even if you sell it you can still get 50 of the purchase price. If it's an electric car, it's just like a cell phone, every year there must be new technology and if the battery fails in 10 years, it's the same as buying",0.2401,Positif
347,tidak praktis mobil pakai bbm tinggal isi di pom bayar jalan kalau mobil listrik perlu waktu buat isi batere nya mungkin kalau hidup saya sudah lewat santai nanti iya santai tinggal lah istilah baru berfikir ganti mobil listrik,"It's not practical for a car to use fuel, just fill it up at the pump and pay for it on the way, if it's an electric car, it takes time to fill the battery, maybe when my life is over, relax, then relax, just relax, just think about changing to an electric car.",0.8074,Positif
348,mahalll telah 10 tahun pasti keluar ongkos 60 dari harga beli untuk ganti baterai anggep 400 juta harga mobil lama 10 tahun total keluar ongkos jadi 600 masuk harga mobil apakah mobil bukan listrik keluar nila gin lama 10,"mahalll, it's been 10 years, it will definitely cost 60 from the purchase price to replace the battery, think it's 400 million, the price of the old car for 10 years, the total cost will be 600 in the price of the car, is it a non-electric car, the old 10",0.4019,Positif
349,belah rumah beli mobil listrik kata sesal harga purna jual anjlok hehe,"Split a house and buy an electric car, I regret that after-sales prices have dropped, hehe",-0.4215,Negatif
350,kalau mau serius masalah emisi ya mesti perintah baru berani bebas pajak mobil listrik baik dari sisi produsen importir maupun konsumen itu baru mantap,"If you want to be serious about the emissions problem, you must have a new order that dares to free electric cars from tax, both from the producer, importer and consumer side, then that will be solid",0.296,Positif
351,1 sumber listrik masih batu bara bukan clean energy 2 tempat charging belum banyak kalau ada pun rebut 3 tidak bisa bawa keluar kota 4 lihat dulu 4 tahun lagi testimoni pakai mobil ev yang sekarang bakal seperti bagaimana utama performa baterai 5 hybrid amp phev lebih tarik,"1 the source of electricity is still coal, not clean energy 2 there aren't many charging places if there are any that can be used 3 can't take it out of town 4 look first 4 more years testimonials from using the current EV car will be like how the main performance of the 5 hybrid amp phev battery is more attractive",0.3861,Positif
352,1 karena saya pakai mobil banyak buat jarak jauh saja malas banget kalau tengah jalan harus nunggu ngecas jarak dekat banyak pakai motor 2 durabilitas baterai berapa kali cycle belum itu baterai rusak 3 listrik indonesia masih kotor tidak ada beda sama pakai mobil ice,"1 because I use the car a lot for long distances, I'm really lazy when I'm on the road, I have to wait for it to charge for short distances, I use a motorbike a lot 2 The durability of the battery, how many cycles before the battery is damaged 3 Indonesia's electricity is still dirty, it's no different from using an ice car",-0.8687,Negatif
353,mobil listrik bukan kendara lain gadget,Electric cars are not just another gadget,0.0,Netral
354,1 beli mobil listrik di indonesia masih batas gengsi bukan karena ingin kurang polusi 2 baterai itu limbah b3 dua poin di atas buat saya anggap ev ramah lingkung itu omong kosong untuk saat,"1. Buying an electric car in Indonesia is still a matter of prestige, not because you want less pollution. 2. Batteries are hazardous waste. The two points above make me think that environmentally friendly EVs are nonsense for now.",-0.3447,Negatif
355,damai of mind saja sih kalau bawa jauh charging infra kan masih limited ya as a first car saya sih beli hybrid mungkin as additional nanti baru mobil listrik,"Just peace of mind, if you take it far, infrared charging is still limited, as a first car, I'll buy a hybrid, maybe as an additional later, an electric car.",0.3818,Positif
356,harus lepas stiker dan tangga jadi malas mau beli mobil listrik,I have to remove the stickers and stairs so I'm lazy about buying an electric car,-0.4173,Negatif
357,masih masuk kelompok yang tunggu dan see pak gub at least 5 tahun depan minimal mau lihat dulu kalau batere mobil listrik yang sekarang sudah mulai pada masalah nanti bagaimana hehehe,"I'm still in the group that waits and sees, sir, at least in the next 5 years, at least I want to see if the current electric car batteries start to have problems, what happens next hehehe",-0.34,Negatif
358,dan lebih bahaya kalau mobil listrik tabrak bisa ledak,"and it's more dangerous if an electric car crashes, it could explode",-0.5256,Negatif
359,sejak saham tesla anjlok mobil listrik sudah pecah bubble,"Since Tesla shares fell, the electric car bubble has burst",0.296,Positif
360,di indonesia apakah sudah ada pabrik olah limbah baterai mobil listrik,"In Indonesia, is there a waste electric car battery processing factory?",-0.4215,Negatif
361,tidak cuma mobil listrik mobil bbm juga perlu inovasi,"Not only electric cars, fuel cars also need innovation",0.3818,Positif
362,tadi lihat mobil lucukkk di pamer an mall harga promonya 38 jt saja the first 20 buyers kalau harga asli kata 90jt lucukkk karena mini begitu ideal buat ciwi2 ada 6 warna pula mobil listrik ya butuh sekitar minimal 1300wattkwh mbuh maaf pokok e butuh minimal,"I saw a cute car at a mall exhibition. The promo price was only 38 million. The first 20 buyers, the original price was said to be 90 million. It's funny because the mini is ideal for Ciwi2. There are 6 colors too. It's an electric car, so you need a minimum of 1300 wattkwh, sorry, but I need a minimum.",0.6858,Positif
363,bayang kalau mobil listrik buat narik grab car ato gocar tidak berfikir beli bensin yang buat pndapatan kurang paling bayar lisrikny saja per bulan agak,"imagine if you use an electric car to tow a grab car or go-car, don't think about buying petrol which will result in less income, at least you'll just have to pay for the electricity per month.",-0.1027,Negatif
364,mobil listrik yang nilai jadi mobil ramah lingkung karena ganti bbm nyata produksi nya belum ramah lingkung,Electric cars that are considered environmentally friendly because they replace fossil fuels are actually not environmentally friendly in their production.,0.7506,Positif
365,jangan beli kendara listrik di cina as dan eropa harga mobil amp sepeda listrik bekas runtuh karena tidak ada yang mau beli yang bekas yang sama akan jadi,don't buy electric vehicles in china usa and europe used electric cars amp bikes prices are falling because no one wants to buy the same used ones will be,-0.4215,Negatif
366,mobil listrik kamu saja lah saya mah,I'll just have your electric car,0.0,Netral
367,saya pernah lihat video orang baik baterai mobil listrik copot terus cari dan ganti cell yang rusak lalu di solder lagi ini harus lebih murah prof,"I've seen a video of a good person removing an electric car battery, then looking for and replacing the damaged cell, then soldering it again. This should be cheaper, Prof.",0.0,Netral
